City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,tornio,65.85,24.15,53.6,93,90,11.41,FI,1593572725
384,oktyabrskiy,54.48,53.47,51.93,78,5,1.99,RU,1593572725
385,bangassou,4.74,22.82,67.89,93,74,2.3,CF,1593572726
386,mezen,65.85,44.24,56.52,61,51,15.05,RU,1593572726
387,marawi,8.0,124.29,75.18,73,89,1.48,PH,1593572727
388,bonavista,48.65,-53.11,59.13,94,29,15.7,CA,1593572728
389,belaya kholunitsa,58.84,50.85,50.56,66,85,4.34,RU,1593572728
390,zemio,5.03,25.14,68.34,95,97,2.06,CF,1593572729
391,pedernales,18.04,-71.74,80.55,69,10,6.11,DO,1593572729
392,taman,45.21,36.72,66.2,93,40,6.71,RU,1593572730
393,faya,18.39,42.45,73.4,43,71,5.41,SA,1593572730
394,geraldton,-28.77,114.6,62.6,82,90,14.99,AU,1593572731
395,fort nelson,58.81,-122.7,71.6,46,75,9.17,CA,1593572731
396,asau,46.43,26.4,59.0,83,6,4.43,RO,1593572732
397,tual,-5.67,132.75,79.7,82,36,21.18,ID,1593572732
398,nicoya,10.15,-85.45,74.19,84,98,2.39,CR,1593572733
399,ciudad bolivar,8.12,-63.55,78.13,80,93,10.0,VE,1593572734
400,rawson,-43.3,-65.1,44.42,88,100,19.39,AR,1593572734
401,kanniyakumari,8.08,77.57,82.0,77,30,15.37,IN,1593572735
402,hukuntsi,-24.0,21.75,47.28,52,0,10.07,BW,1593572735
403,mandan,46.83,-100.89,64.4,100,75,20.8,US,1593572519
404,namatanai,-3.67,152.43,85.1,67,71,6.22,PG,1593572737
405,santa cruz,-17.8,-63.17,68.0,88,75,8.05,BO,1593572737
406,matola,-25.96,32.46,63.0,82,20,10.29,MZ,1593572738
407,tessalit,20.2,1.01,80.29,50,0,7.18,ML,1593572738
408,jian,27.12,114.98,80.49,90,100,5.91,CN,1593572739
409,saint george,37.1,-113.58,87.8,9,1,8.05,US,1593572546
410,newcastle,-32.93,151.78,70.0,45,0,12.75,AU,1593572740
411,kieta,-6.22,155.63,84.7,63,73,5.73,PG,1593572741
412,merauke,-8.47,140.33,80.02,73,98,14.45,ID,1593572741
413,vila velha,-20.33,-40.29,69.8,88,40,2.24,BR,1593572742
414,maceio,-9.67,-35.74,71.6,94,40,2.24,BR,1593572742
415,sept-iles,50.2,-66.38,62.01,93,40,2.24,CA,1593572545
416,georgetown,5.41,100.34,86.0,83,20,3.36,MY,1593572743
417,barreirinha,-2.79,-57.07,74.28,90,16,2.51,BR,1593572744
418,north bend,43.41,-124.22,64.0,87,75,12.75,US,1593572745
419,houston,29.76,-95.36,84.99,83,75,12.75,US,1593572215
420,porto belo,-27.16,-48.55,68.0,93,40,4.7,BR,1593572454
421,urumqi,43.8,87.6,73.4,35,21,2.24,CN,1593572490
422,ranau,5.95,116.66,89.6,75,20,4.7,MY,1593572747
423,guiratinga,-16.35,-53.76,69.71,64,100,2.77,BR,1593572748
424,iberia,29.95,-91.75,82.4,88,1,5.82,US,1593572748
425,meulaboh,4.14,96.13,83.77,71,78,1.79,ID,1593572749
426,los llanos de aridane,28.66,-17.92,69.8,88,90,13.87,ES,1593572749
427,tocopilla,-22.09,-70.2,59.86,63,6,2.33,CL,1593572750
428,mulege,26.88,-111.98,88.88,44,58,3.56,MX,1593572751
429,araguaina,-7.19,-48.21,74.71,56,3,3.83,BR,1593572751
430,iskilip,40.74,34.47,60.46,73,0,4.92,TR,1593572752
431,tazovskiy,67.47,78.7,47.41,75,56,10.65,RU,1593572752
432,havre-saint-pierre,50.23,-63.6,60.8,93,1,6.93,CA,1593572753
433,santa marta,11.24,-74.2,80.01,87,47,14.32,CO,1593572517
434,sivas,39.79,37.0,50.0,93,42,6.93,TR,1593572754
435,kuusamo,65.97,29.18,53.6,93,90,3.36,FI,1593572754
436,marang,5.21,103.21,82.4,88,40,2.24,MY,1593572755
437,ust-nera,64.57,143.2,64.27,33,88,2.15,RU,1593572755
438,ileza,61.05,43.9,53.29,72,100,11.81,RU,1593572756
439,kresttsy,58.25,32.52,55.83,92,98,7.38,RU,1593572756
440,latur,18.4,76.58,77.23,83,100,12.77,IN,1593572757
441,orange cove,36.62,-119.31,90.0,35,1,3.76,US,1593572758
442,wembley,-31.93,115.8,61.0,67,75,9.17,AU,1593572758
443,ust-koksa,50.27,85.61,61.84,61,100,1.28,RU,1593572759
444,lima,-12.04,-77.03,60.8,82,75,2.24,PE,1593572722
445,mudgee,-32.59,149.59,62.01,54,40,4.7,AU,1593572535
446,bintulu,3.17,113.03,86.0,84,40,1.12,MY,1593572761
447,kavaratti,10.57,72.64,83.7,76,100,13.69,IN,1593572761
448,goderich,43.75,-81.72,72.0,74,0,9.1,CA,1593572762
449,salta,-24.79,-65.41,46.4,45,0,5.82,AR,1593572762
450,ajaccio,42.0,8.92,66.2,88,0,4.7,FR,1593572763
451,soyo,-6.13,12.37,71.08,85,19,4.52,AO,1593572763
452,mount gambier,-37.83,140.77,59.0,58,40,14.99,AU,1593572764
453,sao felix do xingu,-6.64,-51.99,73.02,73,40,1.57,BR,1593572764
454,calama,-22.47,-68.93,39.2,11,0,14.99,CL,1593572765
455,beira,-19.84,34.84,68.0,88,40,6.93,MZ,1593572765
456,broken hill,-31.95,141.43,68.0,24,0,17.22,AU,1593572766
457,vryburg,-26.96,24.73,42.31,59,0,7.11,ZA,1593572767
458,sisimiut,66.94,-53.67,50.5,57,100,11.3,GL,1593572768
459,mitsamiouli,-11.38,43.28,77.4,72,45,18.9,KM,1593572768
460,kaabong,3.48,34.15,65.7,53,91,6.2,UG,1593572769
461,superior,46.72,-92.1,69.8,100,40,3.36,US,1593572770
462,champerico,14.3,-91.92,80.87,79,100,2.8,GT,1593572771
463,kruisfontein,-34.0,24.73,54.63,52,0,10.69,ZA,1593572771
464,bereda,43.27,-7.54,61.0,100,91,3.0,ES,1593572772
465,bilma,18.69,12.92,82.49,14,0,2.64,NE,1593572773
466,rosario,-32.95,-60.64,46.4,87,91,14.99,AR,1593572774
467,manicore,-5.81,-61.3,74.98,81,75,2.06,BR,1593572774
468,umm lajj,25.02,37.27,80.35,52,0,4.72,SA,1593572775
469,maun,-19.98,23.42,57.2,47,0,11.41,BW,1593572775
470,linqiong,30.42,103.46,80.01,73,40,4.47,CN,1593572705
471,bambous virieux,-20.34,57.76,66.99,93,40,4.7,MU,1593572777
472,juchitepec,19.1,-98.88,69.8,56,75,0.98,MX,1593572777
473,mackay,-21.15,149.2,73.4,73,40,13.87,AU,1593572616
474,okato,-39.2,173.88,48.99,70,74,10.0,NZ,1593572779
475,leh,34.17,77.58,58.89,35,31,6.24,IN,1593572780
476,myingyan,21.47,95.38,86.0,70,75,8.05,MM,1593572780
477,fairbanks,64.84,-147.72,53.6,66,90,8.05,US,1593572707
478,port keats,-14.25,129.55,87.03,28,78,2.06,AU,1593572781
479,port shepstone,-30.74,30.45,59.04,82,10,10.02,ZA,1593572782
480,atyrau,47.12,51.88,62.6,63,0,8.95,KZ,1593572552
481,foam lake,51.65,-103.53,62.4,95,100,11.61,CA,1593572783
482,port lincoln,-34.73,135.87,63.23,61,0,28.63,AU,1593572784
483,menomonie,44.88,-91.92,78.01,73,1,5.82,US,1593572784
484,necochea,-38.55,-58.74,46.0,82,85,14.0,AR,1593572785
485,quito,-0.23,-78.52,55.4,93,75,4.7,EC,1593572570
486,avera,33.19,-82.53,82.4,61,1,6.93,US,1593572786
487,aljezur,37.32,-8.8,68.0,86,9,9.48,PT,1593572787
488,matagami,49.75,-77.63,71.6,68,1,2.48,CA,1593572787
489,maniitsoq,65.42,-52.9,50.49,62,100,10.65,GL,1593572788
490,jacksonville,30.33,-81.66,78.8,78,90,6.93,US,1593572788
491,nieuw amsterdam,5.88,-55.08,78.01,95,52,1.01,SR,1593572789
492,hokitika,-42.72,170.97,49.8,49,4,4.18,NZ,1593572790
493,olinda,-8.01,-34.86,78.8,74,40,8.05,BR,1593572790
494,alekseyevka,50.63,38.69,63.75,78,29,6.22,RU,1593572791
495,toktogul,41.87,72.94,68.56,47,18,1.3,KG,1593572694
496,salalah,17.02,54.09,84.2,89,90,5.82,OM,1593572792
497,solnechnyy,50.72,136.63,64.26,56,72,11.36,RU,1593572792
498,pingliang,35.54,106.69,77.95,35,100,9.78,CN,1593572793
499,rongcheng,30.63,117.85,84.99,97,100,4.32,CN,1593572793
500,ardakan,32.31,54.02,78.8,22,0,4.7,IR,1593572794
501,bogale,16.28,95.4,83.25,79,100,14.25,MM,1593572794
502,thinadhoo,0.53,72.93,83.93,63,67,2.37,MV,1593572729
503,kawalu,-7.38,108.21,78.3,79,68,4.36,ID,1593572795
504,key largo,25.09,-80.45,84.0,1,11,2.35,US,1593572796
505,gander,48.97,-54.59,66.2,93,75,10.29,CA,1593572796
506,port blair,11.67,92.75,83.28,76,100,15.7,IN,1593572797
507,glasgow,55.87,-4.26,54.0,100,72,2.24,GB,1593572705
508,am timan,11.03,20.28,70.47,94,100,5.66,TD,1593572798
509,saint-pierre,-21.34,55.48,66.2,48,0,9.17,RE,1593572798
510,itaperucu,-25.22,-49.35,64.0,87,75,12.75,BR,1593572799
511,maryville,35.76,-83.97,73.4,78,90,8.05,US,1593572800
512,raudeberg,61.99,5.14,51.01,76,13,25.55,NO,1593572800
513,boa vista,2.82,-60.67,78.8,83,20,1.12,BR,1593572619
514,atambua,-9.11,124.89,81.99,50,25,1.88,ID,1593572801
515,jasper,37.2,-94.35,82.99,74,1,8.05,US,1593572802
516,korla,41.76,86.15,75.99,69,44,15.68,CN,1593572802
517,kutum,14.2,24.67,71.78,69,68,18.95,SD,1593572803
518,guadalupe y calvo,26.1,-106.97,56.77,93,100,2.24,MX,1593572803
519,belmonte,-15.86,-38.88,71.6,88,20,3.36,BR,1593572804
520,taoudenni,22.68,-3.98,92.25,11,0,8.1,ML,1593572804
521,isla mujeres,21.23,-86.73,84.2,83,40,5.82,MX,1593572805
522,tumkur,13.34,77.1,71.6,100,40,8.05,IN,1593572806
523,luena,-11.78,19.92,51.69,58,70,5.08,AO,1593572806
524,salvador,13.83,-88.92,78.8,94,20,1.12,SV,1593572807
525,santiago,-33.46,-70.65,50.0,76,75,8.05,CL,1593572725
526,labuhan,-6.88,112.21,84.25,63,0,4.16,ID,1593572808
527,itzehoe,53.92,9.52,55.0,90,100,1.01,DE,1593572808
528,la romana,18.43,-68.97,77.0,94,40,7.07,DO,1593572809
529,iwanai,42.97,140.51,73.62,69,62,5.5,JP,1593572809
530,whitehorse,60.72,-135.05,66.2,34,75,8.05,CA,1593572729
531,sorsk,54.0,90.25,63.34,78,98,5.06,RU,1593572810
532,parichhatgarh,28.98,77.93,95.52,39,0,9.17,IN,1593572811
533,aguada de pasajeros,22.39,-80.85,78.8,83,65,3.36,CU,1593572811
534,nuuk,64.18,-51.72,42.8,87,76,6.93,GL,1593572583
535,chik,54.99,82.43,66.2,77,100,4.47,RU,1593572813
536,antalaha,-14.9,50.28,65.53,88,4,7.31,MG,1593572813
537,dzaoudzi,-12.79,45.27,78.8,74,20,23.04,YT,1593572814
538,sukhumi,43.0,41.02,69.87,78,3,4.0,GE,1593572814
539,naspur,18.83,79.45,87.19,64,11,0.78,IN,1593572815
540,bikaner,28.02,73.3,99.46,28,0,9.84,IN,1593572815
541,santa vitoria do palmar,-33.52,-53.37,54.97,93,100,10.74,BR,1593572816
542,hongjiang,27.11,110.0,86.65,78,100,2.33,CN,1593572816
543,praxedis guerrero,31.37,-106.02,89.6,15,40,11.41,MX,1593572817
544,mega,4.05,38.3,56.16,100,91,15.14,ET,1593572817
545,roebourne,-20.78,117.13,82.99,29,79,9.71,AU,1593572818
546,tabuk,17.42,121.44,86.76,68,99,4.88,PH,1593572818
547,hofn,64.25,-15.21,43.47,78,71,2.91,IS,1593572819
548,abha,18.22,42.51,73.4,43,88,8.48,SA,1593572820
549,krasnogorodsk,56.83,28.28,57.0,79,47,8.48,RU,1593572820
550,sioux lookout,50.1,-91.92,75.2,88,40,3.36,CA,1593572821
551,shache,38.42,77.24,83.35,13,14,5.82,CN,1593572821
552,araouane,18.9,-3.53,84.65,50,35,20.33,ML,1593572822
553,nagapattinam,10.77,79.83,84.87,68,100,8.03,IN,1593572822
554,valladolid,41.58,-4.67,69.01,82,0,4.7,ES,1593572823
555,cap malheureux,-19.98,57.61,66.99,80,9,3.0,MU,1593572823
556,el alto,-4.27,-81.21,64.53,85,2,12.95,PE,1593572824
557,tarut,26.57,50.04,82.4,39,0,2.98,SA,1593572825
558,suraabad,40.82,49.47,71.6,88,40,10.65,AZ,1593572825
559,grindavik,63.84,-22.43,46.4,100,90,8.05,IS,1593572826
560,chanika,-5.42,38.02,61.45,98,97,3.44,TZ,1593572827
561,iskateley,67.68,53.15,58.15,55,100,16.91,RU,1593572827
562,humberto de campos,-2.6,-43.46,74.75,91,13,3.24,BR,1593572828
563,myitkyina,25.38,97.4,80.98,88,93,1.23,MM,1593572828
564,saint-georges,12.06,-61.75,80.6,88,20,5.82,GD,1593572829
565,paris,48.85,2.35,68.0,77,90,8.05,FR,1593572716
566,asyut,27.18,31.18,73.4,38,0,6.93,EG,1593572830
567,khandbari,27.37,87.2,78.87,69,52,1.34,NP,1593572831
568,nkowakowa,-23.89,30.29,41.0,86,18,8.05,ZA,1593572831
569,el chichicaste,14.07,-86.3,69.35,87,9,1.88,HN,1593572832
570,vung tau,10.35,107.08,80.64,77,99,12.55,VN,1593572832
571,porbandar,21.64,69.61,82.4,88,40,9.17,IN,1593572833
572,moranbah,-22.0,148.05,74.34,48,2,15.86,AU,1593572833
573,oranjemund,-28.55,16.43,63.75,33,0,5.1,NA,1593572834
574,tiruchchendur,8.48,78.12,86.0,62,20,6.93,IN,1593572834
575,aktau,43.65,51.2,71.6,78,0,8.95,KZ,1593572835
576,lasa,46.62,10.7,59.0,100,90,1.39,IT,1593572836
577,shingu,33.73,135.98,75.2,88,75,3.36,JP,1593572837
578,rundu,-17.93,19.77,50.0,43,0,2.24,NA,1593572837
579,lawrenceburg,38.04,-84.9,77.0,78,90,4.7,US,1593572838
580,dapaong,10.86,0.2,76.82,80,98,7.31,TG,1593572839
581,waipawa,-41.41,175.52,48.2,70,100,38.03,NZ,1593572541
